	samp_1_DMSO	samp_2_DMSO	samp_3_DMSO	samp_4_DMSO	samp_5_DMSO	samp_6_DMSO	samp_1_calmidazolium 	samp_2_calmidazolium 	samp_3_calmidazolium 	samp_4_calmidazolium 	samp_5_calmidazolium 	samp_6_calmidazolium 	samp_1_fludrocortisone	samp_2_fludrocortisone	samp_3_fludrocortisone	samp_4_fludrocortisone	samp_5_fludrocortisone	samp_6_fludrocortisone
TLE3	134	128	158	57	114	73	158	194	79	130	137	44	326	261	32	296	471	88
TLE4	127	108	256	66	128	81	93	133	84	127	145	67	470	334	48	345	469	169
TLE5	1995	1800	4030	1100	1963	1081	1745	2367	1983	2096	1997	800	5302	4299	718	4700	6787	1910
TLE6	9	0	2	1	3	0	7	3	0	2	0	0	25	6	0	6	4	0
TLE7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TLK1	369	372	945	147	418	331	381	654	294	389	418	248	807	821	148	590	1273	484
TLK2	240	241	441	112	240	164	264	345	223	251	254	132	590	477	73	482	745	307
TLL1	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	19	1	0
TLL2	7	1	10	6	7	1	8	1	11	4	12	1	6	8	2	10	19	4
TLN1	1065	1542	3475	685	2016	978	786	1737	1471	1015	1688	540	3034	3709	580	2869	7364	2068
TLN2	262	351	630	141	511	195	168	412	205	201	358	100	1009	1266	178	878	2202	525
TLNRD1	37	50	131	26	111	59	113	147	52	94	140	69	226	172	27	207	455	189
TLR1	1	0	2	4	9	5	3	3	1	4	4	2	11	4	1	15	17	1
TLR10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TLR2	2	1	0	0	1	2	0	2	1	0	0	0	2	0	0	1	3	2
TLR3	17	7	5	10	5	3	13	16	6	11	6	2	43	17	0	29	18	3
TLR4	24	36	179	16	65	37	40	52	47	55	72	29	79	69	27	83	294	79
TLR5	3	2	7	0	3	3	3	2	0	3	2	1	1	2	0	2	1	0
TLR6	11	10	8	5	9	3	5	14	2	6	5	1	30	18	2	8	15	3
TLR7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR8-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR9	0	0	2	0	0	0	1	0	1	0	0	0	1	1	0	2	1	0
TLX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLX1NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLX2	5	4	9	3	2	1	3	1	0	2	3	2	9	4	0	4	6	5
TLX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM2D1	104	133	169	64	86	71	94	146	58	130	81	53	303	246	44	278	369	127
TM2D2	264	239	585	180	271	227	212	263	210	343	206	213	792	594	89	838	935	361
TM2D3	102	110	137	73	68	74	114	149	49	151	74	62	359	298	20	394	366	130
TM4SF1	27	23	94	14	73	21	131	116	147	67	276	55	62	37	8	50	186	46
TM4SF1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TM4SF18	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TM4SF19	0	4	0	1	0	1	0	10	0	0	0	1	2	5	0	1	0	2
TM4SF19-AS1	3	0	6	1	1	0	1	2	5	2	2	0	9	10	0	5	12	1
TM4SF19-TCTEX1D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM4SF20	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TM4SF4	0	0	1	0	0	1	0	1	0	0	1	0	0	2	0	0	2	0
TM4SF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM6SF1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1
TM6SF2	6	6	8	2	8	9	3	7	2	7	7	9	8	20	0	2	22	16
TM7SF2	31	21	13	11	15	6	30	27	10	53	5	4	62	27	1	45	29	8
TM7SF3	277	251	590	168	218	124	340	296	180	427	179	139	946	581	89	967	818	257
TM9SF1	4	2	4	0	1	0	2	1	2	5	1	0	3	6	0	8	3	3
TM9SF2	543	435	855	284	419	432	441	456	197	786	471	397	1846	1050	116	1785	2089	791
TM9SF3	1081	1136	2173	657	1190	800	1013	1342	667	1330	981	620	3086	2335	383	2864	3659	1515
TM9SF4	201	153	461	116	197	129	250	292	156	331	249	139	765	484	68	689	940	245
TMA16	236	268	264	94	293	158	203	299	94	204	215	104	510	372	64	346	703	281
TMA7	2603	2038	4899	1182	2577	1764	2896	3273	2649	3770	2875	1760	8519	6954	531	7973	10253	3263
TMBIM1	409	413	1051	269	470	277	391	444	352	554	353	245	1386	765	252	1084	1407	495
TMBIM4	809	764	1370	418	692	585	725	927	337	912	518	473	2439	1587	273	2150	2224	851
TMBIM6	4646	3580	6603	2371	3603	3268	5046	4905	2453	7026	4250	3471	15922	9289	832	13960	15953	5868
TMBIM7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMC1	0	0	1	1	0	0	0	0	0	2	1	0	0	1	0	4	0	2
TMC2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TMC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMC3-AS1	0	0	2	1	0	0	1	2	1	3	2	0	1	6	0	5	10	0
TMC4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TMC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMC6	0	0	1	0	3	0	0	0	0	1	1	1	0	0	0	0	7	3
TMC7	12	3	27	5	15	4	10	13	11	5	11	2	12	11	3	6	28	4
TMC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TMCC1	72	74	155	36	80	57	65	81	46	97	68	39	213	179	22	209	307	85
TMCC1-AS1	9	16	8	16	7	6	3	16	14	12	7	5	27	38	6	69	37	9
TMCC2	11	14	37	7	22	11	11	22	12	24	29	13	20	23	5	37	45	17
TMCC3	0	1	3	0	1	0	2	2	0	1	3	0	3	0	0	1	2	1
TMCO1	928	784	1304	499	866	618	854	916	455	956	634	420	2349	1463	220	2013	2551	971
TMCO1-AS1	2	0	0	0	2	0	0	0	0	0	0	1	3	2	0	3	0	1
TMCO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMCO3	200	215	530	103	245	169	214	277	131	297	245	158	739	605	67	617	1091	397
TMCO4	161	94	234	49	138	53	177	105	80	167	116	67	340	176	33	144	338	115
TMCO5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO6	11	20	25	9	13	9	8	17	3	21	7	6	56	45	4	29	68	17
TMED1	346	270	644	179	229	247	479	397	307	507	261	315	1006	730	84	854	918	431
TMED10	1292	1036	2035	765	1116	855	1225	1265	669	1822	1118	848	4201	2571	329	4169	4441	1593
TMED10P1	24	40	57	24	24	27	33	38	16	37	19	18	119	65	24	71	87	36
TMED11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMED2	1548	1287	2704	970	1508	1294	1626	1514	928	2185	1611	1379	5094	2971	392	4844	6207	2168
TMED2-DT	3	3	0	0	1	0	1	0	0	0	0	0	2	1	0	2	2	0
TMED3	1131	953	1976	534	804	983	1465	1576	809	1855	1022	1134	3669	2970	288	3176	3585	1859
TMED4	375	280	698	172	292	187	414	381	236	458	312	220	1127	730	70	1050	1167	369
TMED5	189	240	476	119	251	148	284	344	164	437	316	227	686	553	85	742	998	309
TMED6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMED7	412	273	670	251	396	344	438	455	193	687	417	349	1447	810	102	1578	1760	507
TMED7-TICAM2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0
TMED8	82	68	166	35	98	80	106	107	46	102	82	66	224	181	26	233	356	140
TMED9	653	910	1544	500	806	720	583	939	579	710	568	479	1917	1549	436	1569	2125	1274
TMEFF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
TMEFF2	2	0	1	0	1	0	1	0	2	2	1	0	34	9	2	12	7	1
TMEM100	8	1	3	3	0	6	3	3	0	2	1	3	39	22	0	51	10	3
TMEM101	283	197	320	148	209	166	310	252	175	363	190	143	921	505	56	875	652	291
TMEM102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM104	183	196	561	132	196	168	173	303	236	241	205	131	449	446	84	481	653	362
TMEM106A	34	36	95	22	57	29	19	39	34	36	38	16	57	78	20	82	135	65
TMEM106B	212	179	356	107	202	102	196	232	94	315	140	112	751	445	48	670	670	197
TMEM106C	365	288	690	175	372	144	419	360	277	478	323	144	1130	799	111	942	1352	285
TMEM107	90	89	150	43	63	38	100	72	55	107	60	36	225	202	22	234	276	80
TMEM108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM108-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM109	654	559	1177	335	571	582	603	711	590	884	629	469	2136	1609	138	1899	2316	1001
TMEM11	64	87	142	36	80	38	84	108	61	95	85	44	199	145	22	185	261	87
TMEM114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM115	475	474	1030	276	535	431	664	760	643	677	495	332	1571	1268	172	1395	1926	802
TMEM116	13	16	39	21	16	20	23	21	6	49	9	9	54	39	3	105	80	32
TMEM117	45	58	61	20	62	64	37	62	18	61	43	40	132	125	8	82	176	81
TMEM119	3572	2171	2397	1811	1250	1478	3217	3345	1033	3965	1076	1446	8102	5132	395	7467	3939	2828
TMEM120A	385	261	439	195	225	175	343	336	213	467	247	174	1141	707	101	895	952	358
TMEM120B	45	49	139	28	53	38	56	97	61	67	69	37	147	162	22	159	350	87
TMEM121	16	7	18	15	15	10	9	19	12	15	12	17	27	31	3	46	60	35
TMEM121B	4	0	2	1	2	1	3	5	1	4	0	0	6	3	0	6	10	1
TMEM123	491	512	976	282	519	341	388	649	262	580	479	283	1440	1277	132	1234	2000	635
TMEM125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
TMEM126A	257	205	338	122	207	129	211	265	118	335	233	109	793	481	44	635	935	242
TMEM126B	236	259	487	156	258	126	198	288	120	401	254	120	671	540	58	753	995	226
TMEM127	461	458	1237	320	521	409	499	686	396	679	584	363	1416	1146	204	1559	1999	744
TMEM128	46	37	70	18	56	30	43	47	25	69	42	40	196	122	4	142	229	54
TMEM129	105	159	172	48	98	53	124	145	69	126	72	53	423	266	59	272	314	143
TMEM130	6	7	16	3	2	6	2	19	0	1	6	2	13	15	1	6	7	8
TMEM131	277	393	725	198	353	218	169	519	222	264	328	146	731	766	142	672	1321	440
TMEM131L	47	38	98	11	33	30	48	40	29	39	51	21	126	85	22	95	146	72
TMEM132A	159	172	219	106	101	109	150	291	79	203	122	82	411	362	31	328	323	247
TMEM132B	48	50	253	40	32	47	28	58	66	80	31	35	109	141	44	201	114	77
TMEM132C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM132D	1	2	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0
TMEM132D-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM132D-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM132E	0	2	3	0	0	3	0	0	0	0	3	0	0	0	0	1	1	0
TMEM134	208	165	308	108	156	135	199	220	163	309	174	137	565	424	40	556	592	234
TMEM135	46	51	63	23	33	28	76	81	26	81	45	46	130	102	11	104	131	47
TMEM138	135	166	238	95	131	74	161	226	95	206	132	68	310	316	23	387	505	171
TMEM139	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM140	56	55	79	35	55	21	34	67	42	63	34	25	149	124	25	156	154	52
TMEM141	179	178	278	107	162	121	200	172	136	259	172	110	588	408	45	603	560	212
TMEM143	34	21	57	12	31	13	25	28	31	33	22	14	85	71	9	54	91	23
TMEM144	8	17	16	3	7	6	3	13	7	14	10	4	20	38	2	47	29	14
TMEM145	3	1	1	0	2	0	0	0	3	0	0	0	0	1	2	0	1	3
TMEM147	1338	1050	1933	819	926	949	1252	1508	844	1875	942	904	3608	2646	278	3813	3387	1648
TMEM147-AS1	9	12	10	6	7	4	13	8	5	9	2	3	25	39	2	26	23	9
TMEM14A	179	172	256	101	157	74	168	157	56	238	126	63	534	398	30	521	605	137
TMEM14B	189	144	229	76	160	113	202	187	89	328	205	124	691	441	19	660	854	187
TMEM14C	4	1	3	0	1	1	2	3	1	5	1	0	4	1	0	7	5	5
TMEM14EP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMEM150A	83	78	100	51	34	43	73	128	46	110	58	46	318	214	22	302	199	102
TMEM150B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TMEM150C	5	18	31	7	11	3	10	18	5	29	14	0	29	57	3	78	34	15
TMEM151A	3	0	1	2	0	1	3	1	1	1	2	2	4	0	0	3	4	1
TMEM151B	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TMEM154	71	49	168	27	88	47	59	120	72	69	83	45	120	121	19	98	301	51
TMEM155	3	5	9	6	10	8	0	8	0	8	14	5	6	7	1	23	35	5
TMEM156	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
TMEM158	1043	1194	2067	1040	724	438	1372	1613	1094	2345	709	321	2244	1884	201	3636	2040	604
TMEM159	2	0	9	0	0	1	5	2	1	6	6	4	15	14	0	25	26	3
TMEM160	434	354	789	197	409	221	434	511	518	512	499	264	1353	1043	127	1213	1660	510
TMEM161A	138	79	244	50	70	78	156	132	82	132	85	63	420	264	43	312	331	134
TMEM161B	67	75	127	39	69	63	94	112	55	80	48	31	171	160	19	143	148	88
TMEM161B-AS1	43	70	62	26	50	14	38	51	23	43	32	18	81	118	13	108	146	35
TMEM163	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TMEM164	4	6	8	4	4	3	5	6	4	12	5	4	26	15	2	56	31	12
TMEM165	446	415	757	205	313	260	532	517	228	606	403	281	1508	962	107	1235	1518	599
TMEM167A	406	399	682	234	403	297	351	458	200	634	396	330	1119	869	105	1349	1590	480
TMEM167B	232	180	397	95	196	155	365	315	183	333	280	178	752	421	60	483	763	309
TMEM168	62	63	78	29	71	50	39	60	19	65	38	26	187	110	11	148	204	87
TMEM169	5	6	7	5	1	1	1	3	2	3	4	4	7	11	2	7	14	8
TMEM17	15	31	39	9	25	27	21	28	12	12	16	18	77	40	9	46	75	33
TMEM170A	38	55	73	41	50	34	90	94	39	113	71	41	156	99	12	196	189	72
TMEM170B	8	7	20	9	5	8	10	14	9	11	4	1	57	21	0	37	25	7
TMEM171	30	13	91	17	21	11	35	29	31	51	19	8	40	28	3	70	81	18
TMEM174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM175	138	98	237	62	104	85	135	141	141	142	120	80	364	319	44	343	491	163
TMEM176A	6	8	11	15	5	33	5	20	7	73	3	30	12	36	0	102	7	45
TMEM176B	13	19	7	25	3	51	14	21	6	129	2	66	30	45	2	185	11	89
TMEM177	49	54	78	25	44	26	28	45	13	36	24	11	149	119	11	134	152	42
TMEM178A	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	2	1	0
TMEM178B	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
TMEM179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM179B	478	342	658	282	337	309	614	465	276	784	384	404	1587	1017	76	1447	1401	614
TMEM18	505	289	532	183	399	261	593	491	201	586	479	294	1410	883	64	1031	1508	514
TMEM18-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM181	236	231	482	154	228	211	193	282	134	280	178	165	732	603	97	725	916	351
TMEM182	6	1	5	2	9	6	4	1	3	6	7	1	15	11	1	24	27	3
TMEM183A	160	123	248	68	92	98	182	163	110	257	166	150	516	310	45	474	581	236
TMEM183B	17	12	27	7	11	9	19	24	9	15	9	15	36	28	7	47	28	21
TMEM184A	0	0	3	1	0	0	0	2	1	1	1	0	0	0	0	3	0	0
TMEM184B	364	368	885	222	460	368	343	601	377	571	522	322	1134	887	153	1149	1850	745
TMEM184C	164	225	318	121	171	134	158	200	85	250	142	116	581	416	52	552	691	267
TMEM185A	33	11	33	19	6	9	30	26	13	28	14	11	65	32	4	71	54	20
TMEM185B	242	203	332	125	236	138	224	274	118	279	204	133	697	542	62	596	800	269
TMEM186	38	35	77	16	36	30	37	50	24	74	41	23	128	89	15	136	118	44
TMEM187	100	49	161	60	37	34	116	63	46	113	30	41	282	112	30	270	151	78
TMEM189	161	195	417	138	202	205	228	402	164	321	200	182	669	653	34	727	742	481
TMEM189-UBE2V1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM19	169	238	422	101	175	147	134	172	105	211	117	74	500	490	73	454	579	216
TMEM190	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMEM191A	11	5	31	6	13	6	10	15	9	21	13	7	26	24	4	54	78	11
TMEM191B	1	0	0	0	1	2	3	4	0	6	0	0	3	5	0	2	12	1
TMEM191C	3	2	1	0	5	0	1	5	3	0	1	0	2	4	0	0	9	3
TMEM192	123	152	353	68	153	76	93	233	112	135	169	68	337	413	82	333	572	153
TMEM196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM198	2	5	8	2	2	3	6	5	8	5	4	6	11	11	1	12	9	6
TMEM198B	103	82	115	49	52	48	70	79	43	99	50	47	256	239	10	161	212	105
TMEM199	159	137	268	76	184	104	140	175	93	186	137	97	409	336	41	375	513	184
TMEM200A	171	94	336	121	109	138	194	159	111	298	145	128	377	145	20	256	226	111
TMEM200B	74	78	82	37	48	53	69	73	29	41	53	34	154	94	15	102	121	73
TMEM200C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
TMEM201	57	70	112	53	88	65	87	109	51	80	65	39	158	119	22	193	242	127
TMEM202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM202-AS1	0	0	1	3	2	1	2	0	0	0	0	1	3	3	0	1	4	2
TMEM203	403	326	525	253	383	270	350	367	170	499	255	201	1154	666	102	1008	1022	468
TMEM204	282	271	548	120	253	230	276	344	202	308	263	228	2964	2411	176	2422	3318	1538
TMEM205	791	644	821	463	558	355	679	696	367	799	510	286	2263	1261	142	1723	1820	702
TMEM207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM208	397	351	882	176	303	311	498	581	458	586	422	370	1277	1182	103	1212	1405	648
TMEM209	42	39	63	28	52	44	37	44	13	40	50	20	150	95	10	99	224	56
TMEM210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM212-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TMEM214	516	512	976	241	517	366	526	738	536	571	506	278	1371	1121	176	1094	1633	685
TMEM215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM216	58	66	68	30	57	36	76	104	22	108	63	30	128	129	3	183	180	51
TMEM217	14	8	40	6	15	9	44	37	44	59	58	5	29	26	5	18	45	7
TMEM218	75	66	117	50	66	38	72	63	30	111	57	53	175	127	15	229	266	81
TMEM219	895	673	1281	430	646	467	1046	926	602	1358	829	503	2961	1660	181	2621	2716	927
TMEM220	67	82	120	24	71	55	78	124	48	101	77	52	215	203	16	172	230	125
TMEM220-AS1	1	1	2	1	2	1	5	7	0	5	4	3	14	3	0	5	8	4
TMEM221	0	1	0	0	1	0	1	1	0	0	0	3	0	1	0	5	4	0
TMEM222	576	442	912	311	414	434	766	842	586	723	496	355	1395	1004	132	1177	1368	828
TMEM223	230	179	345	118	208	144	243	307	155	283	159	118	581	451	39	389	564	264
TMEM225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM225B	8	6	10	5	8	3	13	5	7	9	5	4	27	4	0	20	10	12
TMEM229A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM229B	8	2	32	4	3	4	6	2	16	7	1	0	22	5	3	14	6	3
TMEM230	613	428	822	285	456	290	619	549	277	819	401	339	1936	981	78	1551	1712	508
TMEM231	50	34	58	9	31	20	39	35	27	57	32	21	114	70	9	117	150	35
TMEM232	2	3	3	3	3	0	1	4	3	2	0	3	3	4	0	10	7	3
TMEM233	62	92	141	8	19	4	97	135	62	18	16	5	161	154	15	31	69	7
TMEM234	100	113	142	41	104	61	90	122	69	148	96	38	260	246	35	211	295	80
TMEM235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM236	0	0	0	0	0	0	1	3	0	1	6	1	3	6	2	4	7	1
TMEM237	178	165	261	115	185	162	156	208	100	228	183	105	450	332	42	488	606	224
TMEM238	13	8	17	7	5	3	19	5	10	10	11	2	26	18	3	20	27	9
TMEM238L	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TMEM239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMEM240	12	13	18	5	8	2	7	17	7	3	4	1	20	14	10	13	16	8
TMEM241	26	43	61	21	54	27	28	38	15	36	44	35	97	83	11	107	172	58
TMEM242	135	93	230	44	103	66	130	174	108	161	123	84	373	265	31	318	413	119
TMEM243	52	50	87	37	54	55	82	91	35	76	68	43	202	139	14	166	247	96
TMEM244	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	1	0
TMEM245	326	382	797	176	401	286	337	543	255	439	398	199	1024	1044	148	970	1617	533
TMEM246-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM248	761	592	1614	452	623	527	1032	1073	593	1282	835	682	2902	2036	145	2684	3206	1073
TMEM249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM25	24	16	51	21	24	7	29	25	25	42	26	5	83	44	8	86	53	16
TMEM250	350	306	845	234	304	315	346	439	289	508	289	280	1044	789	114	1239	1243	603
TMEM251	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0
TMEM252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM252-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM253	2	4	2	0	1	1	4	6	7	3	1	1	1	15	1	7	7	4
TMEM254	90	62	109	30	62	32	72	64	41	92	62	39	240	175	17	238	259	90
TMEM254-AS1	0	20	21	2	10	9	9	8	7	10	15	5	11	32	2	22	39	6
TMEM255A	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	2	0
TMEM255B	76	66	237	33	41	57	70	107	118	95	44	63	178	156	30	138	170	94
TMEM256	0	0	1	0	0	0	1	0	0	1	0	1	2	0	0	2	2	2
TMEM256-PLSCR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
TMEM258	2744	1690	3196	1333	1684	1786	3337	3209	1649	3787	1887	1807	8415	5432	339	7107	5709	3533
TMEM259	429	545	988	276	355	259	464	719	619	616	419	265	1299	1182	237	1144	1346	631
TMEM26	7	15	10	4	5	13	3	18	3	19	8	13	3	7	2	14	13	16
TMEM26-AS1	0	0	2	0	0	0	1	0	0	0	1	2	1	0	0	0	1	0
TMEM260	64	66	103	39	59	40	71	77	24	104	71	42	212	137	17	200	225	78
TMEM262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TMEM263	813	707	981	534	785	565	1046	1053	391	1298	815	577	2180	1390	180	2222	2329	915
TMEM265	3	5	20	4	9	2	11	18	15	10	7	5	43	28	1	34	52	15
TMEM266	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1
TMEM267	36	27	58	15	32	29	45	43	29	52	44	36	134	73	8	106	191	53
TMEM268	43	32	70	13	32	42	69	76	31	66	30	74	123	95	14	94	97	103
TMEM269	0	1	1	0	1	0	2	0	0	0	0	0	0	1	0	2	0	0
TMEM269-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM270	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
TMEM271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM272	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TMEM273	0	3	0	0	0	0	0	3	0	4	0	0	0	4	0	1	1	0
TMEM274P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM30A	621	723	1141	464	716	540	465	657	280	803	556	375	2009	1608	167	2422	2628	895
TMEM30B	4	1	5	1	5	1	1	2	6	0	0	1	8	4	7	2	11	4
TMEM30CP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM31	0	0	1	1	0	0	2	1	0	0	0	0	1	2	0	2	0	0
TMEM33	228	178	383	118	207	158	216	245	117	309	189	126	706	428	44	756	891	253
TMEM35A	16	10	38	21	5	2	14	18	14	47	8	4	52	31	14	68	24	8
TMEM35B	115	87	178	60	81	62	150	169	73	209	126	85	473	297	15	475	402	128
TMEM37	1	5	5	4	3	1	0	0	1	3	1	0	2	4	2	3	0	1
TMEM38A	8	6	14	1	4	2	9	4	11	12	6	4	27	17	5	30	22	8
TMEM38B	120	160	302	96	112	123	150	183	78	241	135	109	301	333	44	469	391	219
TMEM39A	110	106	176	59	81	102	321	294	131	337	272	171	404	264	29	362	445	173
TMEM39B	70	82	110	35	51	43	80	87	54	110	74	46	215	146	15	187	236	66
TMEM40	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TMEM41A	174	142	263	71	165	130	221	238	99	197	164	101	547	358	64	424	681	218
TMEM41B	186	237	515	153	346	221	313	406	222	486	395	164	543	494	65	753	1071	242
TMEM42	0	0	0	0	0	0	3	1	0	0	0	1	4	3	0	3	1	0
TMEM43	557	415	894	281	632	404	582	609	283	645	573	387	2361	1376	151	1771	3277	904
TMEM44	21	18	29	7	13	6	19	26	17	23	22	5	61	30	12	41	56	13
TMEM44-AS1	4	9	6	1	7	3	1	5	7	10	12	6	9	6	0	11	18	6
TMEM45A	133	105	155	82	92	98	114	140	59	157	72	100	469	286	33	498	338	197
TMEM45B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM47	271	268	1966	216	741	449	362	291	562	570	779	466	1343	663	464	1432	3173	895
TMEM50A	1313	1000	2090	819	1752	1181	1401	1218	667	2039	1735	1207	4369	2449	202	4455	6994	2022
TMEM50B	0	1	3	0	0	0	2	0	0	1	2	0	4	4	0	4	4	1
TMEM51	27	71	98	23	32	38	41	144	60	92	46	19	52	121	12	94	150	45
TMEM51-AS1	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
TMEM52	4	0	2	3	3	0	2	4	1	4	5	1	12	1	0	3	3	1
TMEM52B	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0
TMEM53	78	61	115	37	48	32	70	63	43	81	52	44	167	100	14	140	148	56
